+-----------------------------+--------+----------------------------------------+
|        Professor Name       | Rating |                Subject                 |
|           Adam Fox          |  0.0   |              Mathematics               |
|         Joe Rabinoff        |  4.1   |              Mathematics               |
|      Philip Santangelo      |  0.0   |         Biomedical Engineering         |
|          Geng Chen          |  3.2   |              Mathematics               |
|       Kenneth Sandhage      |  3.5   |         Materials Engineering          |
|       Pere MenalFerrer      |  2.7   |              Mathematics               |
|          Adam Otte          |  4.1   |                Physics                 |
|      Annalee Edmondson      |  4.1   |                English                 |
|        Omar Abuzzahab       |  1.4   |              Mathematics               |
|          Anne Adams         |  2.7   |               Psychology               |
|         Itzhak Green        |  1.3   |         Mechanical Engineering         |
|         Gregg Larson        |  3.7   |         Mechanical Engineering         |
|         Tobias Hurth        |  2.8   |              Mathematics               |
|          Paul Kvam          |  0.0   |         Industrial Engineering         |
|         Xiaolin Wang        |  3.0   |              Mathematics               |
|       Patricia Taylor       |  2.8   |                English                 |
|       Natalia Myshkin       |  4.5   |            Modern Languages            |
|      Alexander Shapiro      |  3.0   |         Industrial Engineering         |
|      Marc Goetschalckx      |  0.0   |         Industrial Engineering         |
|        Walter De Heer       |  3.3   |                Physics                 |
|           Jin Liu           |  4.8   |                Chinese                 |
|         Chunhua Shan        |  5.0   |              Mathematics               |
|          Haiyu Zou          |  4.2   |              Mathematics               |
|          Zoey Chen          |  5.0   |               Management               |
|      Paulette Richards      |  1.5   |               Literature               |
|          Joseph Liu         |  4.5   |               Management               |
|      Gagik Amirkhanyan      |  5.0   |              Mathematics               |
|         Leah Haught         |  5.0   |               Literature               |
|        Lindsay Byron        |  0.0   |                English                 |
|         James Mayor         |  5.0   |         Mechanical Engineering         |
|         Thomas Stone        |  3.5   |         Mechanical Engineering         |
|         Dan Sheehan         |  4.5   |               Management               |
|        Martin Engman        |  2.5   |              Mathematics               |
|         Byron Lowry         |  0.0   |                Physics                 |
|            Hui XU           |  3.5   |               Accounting               |
|        Fabio Difonzo        |  2.5   |              Mathematics               |
|      Sebastian Pokutta      |  1.0   |         Industrial Engineering         |
|         Wenshan Cai         |  4.0   |         Electrical Engineering         |
|         Amey Kaloti         |  2.1   |              Mathematics               |
|           Hang Lu           |  3.0   |          Chemical Engineering          |
|      Mary Ann Weitnauer     |  1.5   |         Electrical Engineering         |
|          Liz Hutter         |  2.0   |                English                 |
|         Brad Reaves         |  5.0   |            Computer Science            |
|        Ed Omiecinski        |  3.5   |            Computer Science            |
|       Thomas Crawford       |  5.0   |                English                 |
|         Amanda Doody        |  3.3   |               Chemistry                |
|         Shannon Yee         |  3.4   |         Mechanical Engineering         |
|       Pradeep Agrawal       |  3.7   |          Chemical Engineering          |
|         Chunmei Wang        |  4.8   |              Mathematics               |
|         Neil Weston         |  3.0   |         Aerospace Engineering          |
|         Dennis Hess         |  2.0   |          Chemical Engineering          |
|          Leihong LI         |  1.3   |              Engineering               |
|       Kathryn Wingate       |  5.0   |         Mechanical Engineering         |
|         Chenchen Mou        |  1.7   |              Mathematics               |
|       Marcus Holzinger      |  2.9   |         Aerospace Engineering          |
|         Robert Rahm         |  2.3   |              Mathematics               |
|         Mirja Lobnik        |  4.6   |                English                 |
|        Mauro Carassai       |  2.5   |                English                 |
|        Barbara McCord       |  3.3   |         Mechanical Engineering         |
|          Zaher Hani         |  3.6   |              Mathematics               |
|          M Kilgore          |  0.0   |               Accounting               |
|        Eric Rettberg        |  4.5   |                English                 |
|        Meisha Shofner       |  4.0   |         Materials Engineering          |
|      Hadi Esmaeilzadeh      |  0.0   |            Computer Science            |
|         Tucker Balch        |  4.8   |            Computer Science            |
|        Joy Bracewell        |  2.5   |                English                 |
|         Ryan Lively         |  4.9   |          Chemical Engineering          |
|          John Zhang         |  3.5   |               Chemistry                |
|       Fredrik Vannberg      |  1.0   |                Biology                 |
|          Gary Jones         |  4.0   |               Management               |
|          Marty Fink         |  4.9   |                English                 |
|          Suman Das          |  3.3   |         Mechanical Engineering         |
|          Noah  Mass         |  5.0   |                English                 |
|          Karen Liu          |  4.0   |            Computer Science            |
|        William Gignac       |  4.2   |              Mathematics               |
|          Jung Park          |  2.2   |         Materials Engineering          |
|          Seong  Kim         |  2.4   |              Mathematics               |
|         James Moore         |  1.0   |              Mathematics               |
|       Patrick McCarthy      |  1.6   |               Economics                |
|         ChiJen Wang         |  2.4   |              Mathematics               |
|       Patrick Bardill       |  3.0   |                Biology                 |
|          Dario Mena         |  4.0   |              Mathematics               |
|        Simon Sponberg       |  4.6   |                Physics                 |
|       Phoebe Bronstein      |  3.4   |                English                 |
|         Elliot Moore        |  4.2   |         Electrical Engineering         |
|         Adam Vitalis        |  3.5   |               Management               |
|         Irina Holmes        |  4.9   |              Mathematics               |
|         Donnie Young        |  4.5   |               Accounting               |
|         Robert Funk         |  3.3   |         Aerospace Engineering          |
|         Rustin Meyer        |  5.0   |               Psychology               |
|        Alexandra Coso       |  0.0   |         Aerospace Engineering          |
|     Christina Frederick     |  2.1   |              Mathematics               |
|      Necati Tereyagoglu     |  4.5   |               Management               |
|        Zhigang Jiang        |  4.2   |                Physics                 |
|          Molei Tao          |  4.8   |              Mathematics               |
|      Kirsten Wickelgren     |  0.0   |              Mathematics               |
|        Jennifer Smith       |  0.0   |        English  Liberal Studies        |
|       Richard DeMillo       |  1.0   |            Computer Science            |
|       Michael Salomone      |  5.0   |         International Politics         |
|         Paul Alonso         |  3.5   |                Spanish                 |
|       Chelsea Bullock       |  2.9   |                English                 |
|        Thomas Kurfess       |  4.3   |         Mechanical Engineering         |
|         Aaron Howell        |  5.0   |         Mechanical Engineering         |
|     Nassim  JafariNaimi     |  2.5   |            Computer Science            |
|         Ian Akyildiz        |  2.3   |         Electrical Engineering         |
|        Samuel Graham        |  0.0   |         Mechanical Engineering         |
|       Jeffrey Donnell       |  1.0   |         Mechanical Engineering         |
|         Shane Scott         |  3.5   |              Mathematics               |
|      Rafael de la Llave     |  1.7   |              Mathematics               |
|       Manuela Manetta       |  3.6   |              Mathematics               |
|        George Kerchev       |  3.1   |              Mathematics               |
|         Rohan Ghanta        |  3.6   |              Mathematics               |
|        Mark Prausnitz       |  1.0   |         Biomedical Engineering         |
|          Edwin Lim          |  4.5   |           Civil Engineering            |
|       Stuart Goldberg       |  4.4   |                Russian                 |
|       Kristin Allukian      |  4.5   |                English                 |
|       Amanda Stephens       |  2.7   |               Chemistry                |
|       Maryam Yashtini       |  3.3   |              Mathematics               |
|          Matej Drev         |  4.0   |             Public Policy              |
|          John Walsh         |  4.3   |             Public Policy              |
|          Paul Yoder         |  3.3   |         Electrical Engineering         |
|          Ying Zhang         |  4.5   |         Electrical Engineering         |
|         Geoffrey Li         |  3.0   |         Electrical Engineering         |
|         Ross Permar         |  0.0   |         Industrial Engineering         |
|      Cassandra Telenko      |  3.0   |         Mechanical Engineering         |
|           Ji Zhou           |  0.0   |               Management               |
|         rachel kelly        |  0.0   |           Cognitive Science            |
|         Rainer Sinn         |  1.7   |              Mathematics               |
|         Ennis Parker        |  0.0   |         Building Construction          |
|        Nicole Lobdell       |  4.0   |                English                 |
|         Esther Ezra         |  2.2   |              Mathematics               |
|         Ben Haaland         |  3.1   |         Industrial Engineering         |
|      Fidel Barrera Cruz     |  2.5   |              Mathematics               |
|          Jiayin Jin         |  4.4   |              Mathematics               |
|       Alexander Flood       |  2.5   |              Mathematics               |
|        Chris Reinhard       |  4.8   |             Earth Science              |
|        Andrew Marzoni       |  3.6   | Literature, Media, &amp; Communication |
|        Omar Rodriguez       |  4.5   |               Management               |
|      Matthew Barcaskey      |  3.0   |               Management               |
|           Amy King          |  1.3   |                English                 |
|       Michael Griffin       |  3.2   |                English                 |
|        Donald Sampson       |  2.3   |              Mathematics               |
|        Caroline Young       |  3.5   |                English                 |
|          Xuan Wang          |  4.8   |              Mathematics               |
|         Jerry Cherry        |  4.5   |           Leadership Studies           |
|         Nathan Moon         |  4.7   |                History                 |
|      Sneha Subramanian      |  4.8   |              Mathematics               |
|        Youjiang Wang        |  1.5   |         Mechanical Engineering         |
|       Georgia Persons       |  0.0   |             Public Policy              |
|        George Burdell       |  5.0   |                English                 |
|         Joshua King         |  4.5   |                English                 |
|      Hamid Hassanzadeh      |  0.0   |            Computer Science            |
|           Ruth Yow          |  5.0   |                English                 |
|         Lukas Graber        |  4.0   |         Electrical Engineering         |
|        Benjamin Klein       |  4.8   |         Electrical Engineering         |
|         Seth Radman         |  5.0   |              Mathematics               |
|       Ghassan Alregib       |  3.3   |         Electrical Engineering         |
|        Sandra Pettit        |  5.0   |          Chemical Engineering          |
|         David Marcus        |  2.6   |                 Arabic                 |
|         Gregory Marr        |  5.0   |               Management               |
|       Sarah Schoemann       |  3.0   |            Computer Science            |
|       Daniel Kinnaird       |  0.0   |              Mathematics               |
|         Gunter Sharp        |  1.5   |         Industrial Engineering         |
|        Joshua Hussey        |  2.8   |                English                 |
|       Enrique Susemihl      |  3.0   |         Mechanical Engineering         |
|         Jean Ho Chu         |  0.0   |        CommunicationJournalism         |
|          James Hays         |  5.0   |            Computer Science            |
|       Lawerence Foster      |  3.5   |                History                 |
|          Jim Sowell         |  2.5   |                Physics                 |
|          Lei Zhang          |  3.0   |              Mathematics               |
|       James JC Gumbart      |  3.7   |                Physics                 |
|         Tonia Knobf         |  3.0   |              Engineering               |
|         Jack Hanson         |  4.0   |              Mathematics               |
|         Brian Swider        |  4.2   |               Management               |
|          Umit Islak         |  3.5   |              Mathematics               |
|      Andrew McCullough      |  2.3   |              Mathematics               |
|         David Laband        |  4.0   |               Economics                |
|       Ellen Stockstill      |  4.5   |                English                 |
|       Chao Charlie Li       |  4.5   |            Modern Languages            |
|          Ronghu Wu          |  3.9   |               Chemistry                |
|       Juan MorenoCruz       |  0.0   |               Economics                |
|       Michael Wiedorn       |  4.9   |                 French                 |
|         Sarah OBrien        |  4.0   |                English                 |
|         Peter Ralli         |  2.9   |              Mathematics               |
|           Di Yang           |  0.0   |               Management               |
|         Rosa Arriaga        |  5.0   |            Computer Science            |
|         Roya Mesbah         |  3.5   |                 French                 |
|        Joshua Kacher        |  3.7   |         Materials Engineering          |
|        Lyndsay Brown        |  4.3   |                English                 |
|       Megan Bernstein       |  1.6   |              Mathematics               |
|        Prateek Bhakta       |  5.0   |              Mathematics               |
|      Candace McCollough     |  4.7   |            Modern Languages            |
|        Craig Zimring        |  5.0   |              Architecture              |
|         Qingqing Liu        |  4.0   |              Mathematics               |
|      Francesca Storici      |  0.0   |                Biology                 |
|       Stephen Sprigle       |  5.0   |           Industrial Design            |
|        Matthew Torres       |  3.5   |                Biology                 |
|       Kristin Morrison      |  4.8   |               Psychology               |
|         Joseph Ozmer        |  0.0   |             Public Policy              |
|          Sejin Keem         |  3.3   |               Management               |
|        Melissa Sexton       |  4.8   |                English                 |
|        Kristin Gordon       |  3.5   |               Sociology                |
|          Ruthie Yow         |  0.0   |                English                 |
|         Monica Halka        |  5.0   |                Physics                 |
|       YongTae Tony Kim      |  3.4   |         Mechanical Engineering         |
|       Britney Schmidt       |  2.6   |       Environmental Engineering        |
|         Julia Smith         |  2.0   |               Literature               |
|         Erkang Zhou         |  5.0   |          Chemical Engineering          |
|          John Dever         |  3.1   |              Mathematics               |
|       Torin Greenwood       |  4.0   |              Mathematics               |
|        Richard Lipton       |  3.3   |            Computer Science            |
|       Harrison Ansley       |  0.0   |               Chemistry                |
|       Charlie Brubaker      |  0.0   |            Computer Science            |
|        Erick Maxwell        |  4.0   |         Electrical Engineering         |
|      Tobias WilsonBates     |  3.0   |                English                 |
|         James Rains         |  5.0   |         Biomedical Engineering         |
|         Terry Sturm         |  2.5   |           Civil Engineering            |
|       Benjamin Flowers      |  4.8   |              Architecture              |
|        Baabak Ashuri        |  3.5   |           Civil Engineering            |
|        Harvey Lipkin        |  4.0   |         Mechanical Engineering         |
|        Douglas Ulmer        |  4.3   |              Mathematics               |
|         Anna Ioanes         |  5.0   |                English                 |
|        Jared Nisbett        |  5.0   |              Engineering               |
|      Manos Antonakakis      |  0.0   |            Computer Science            |
|        Benjamin Yang        |  5.0   |         Electrical Engineering         |
|         Julien Meaud        |  3.0   |         Mechanical Engineering         |
|      Sarah Higinbotham      |  5.0   |                English                 |
|       Zachay Cheshire       |  0.0   |            Computer Science            |
|         Laura Heflin        |  5.0   |             Health Science             |
|        Michael Filler       |  3.0   |          Chemical Engineering          |
|        Keith Kaseman        |  0.0   |              Architecture              |
|       Balazs Strenner       |  4.3   |              Mathematics               |
|        Antoine Caille       |  4.8   |                 French                 |
|        Scott Spencer        |  4.4   |              Mathematics               |
|       Benoit Montreuil      |  0.0   |         Industrial Engineering         |
|        Garry Gabison        |  0.0   |             Public Policy              |
|     Jennifer Forsthoefel    |  4.1   |                English                 |
|        Gabriel Lovatt       |  4.0   |                English                 |
|      Matthew Dischinger     |  4.3   |                English                 |
|        Moe Trebuchon        |  5.0   |         Industrial Engineering         |
|     Michael Northington     |  4.5   |              Mathematics               |
|        Andrew Elhabr        |  0.0   |              Mathematics               |
|        Marcel Celaya        |  2.8   |              Mathematics               |
|       Caitlin Leverson      |  3.2   |              Mathematics               |
|        Heather Smith        |  4.3   |              Mathematics               |
|         Mishal Ahmed        |  3.8   |               Economics                |
|          Laura Rios         |  4.0   |                Spanish                 |
|         Mikel Viana         |  4.0   |              Mathematics               |
|         Thomas Prag         |  2.8   |              Mathematics               |
|         Yoan Delchev        |  4.8   |              Mathematics               |
|    Padmavathi Srinivasan    |  2.7   |              Mathematics               |
|       Rovoski Spicker       |  0.0   |                Russian                 |
|        Jiangning Chen       |  4.4   |              Mathematics               |
|        Peter Ludovice       |  3.0   |          Chemical Engineering          |
|         Frank Pilipp        |  2.0   |            Modern Languages            |
|       Michelle LaPlaca      |  3.0   |               Biomedical               |
|       Christina Colvin      |  4.8   |                English                 |
|         Osama Ghani         |  5.0   |              Mathematics               |
|     Rebekah Fitzsimmons     |  2.4   |                English                 |
|       Alexander Hoyer       |  5.0   |              Mathematics               |
|        Owen Cantrell        |  4.0   |                English                 |
|     Swapan Bhattacharya     |  0.0   |         Materials Engineering          |
|       Kathryn Harrison      |  3.0   |                English                 |
|        Ian Afflerbach       |  5.0   |                English                 |
|         Andre Souza         |  2.5   |              Mathematics               |
|           Le Song           |  1.5   |            Computer Science            |
|        Jeffrey Hales        |  4.4   |               Accounting               |
|         Malia Crane         |  5.0   |               Psychology               |
|      Laurent Capolungo      |  5.0   |         Mechanical Engineering         |
|        Bethany Jacobs       |  3.4   |                English                 |
|         Livia Corsi         |  2.7   |              Mathematics               |
|          Lin Jiang          |  2.0   |                Biology                 |
|       Kate Holterhoff       |  4.5   |                English                 |
|       Rudolph Gleason       |  2.2   |         Biomedical Engineering         |
|        Chiaraq Zurla        |  0.0   |         Biomedical Engineering         |
|     Elisabetta Matsumoto    |  2.2   |                Physics                 |
|          Nga Lee Ng         |  4.0   |          Chemical Engineering          |
|         Ali Sarioglu        |  3.7   |         Electrical Engineering         |
|       Francesco Fedele      |  3.2   |           Civil Engineering            |
|        Robert Kesler        |  3.0   |              Mathematics               |
|        Amalia Culiuc        |  4.8   |              Mathematics               |
|        Shivangi Jain        |  4.5   |               Psychology               |
|        Tyler Harrison       |  5.0   |               Psychology               |
|       Alexander Karner      |  3.0   |           Civil Engineering            |
|        Andrea Krafft        |  2.3   |                English                 |
|      Matthew Ventresca      |  5.0   |               Sociology                |
|     Branislav Vidakovic     |  1.0   |         Industrial Engineering         |
|         Mark Bolding        |  5.0   |              Mathematics               |
|        Robert Kessler       |  3.0   |              Mathematics               |
|        Michael Smith        |  1.9   |               Management               |
|        Andrew Marzoni       |  0.0   |                English                 |
|           Raj Pal           |  1.0   |         Aerospace Engineering          |
|         Hannah Song         |  2.5   |         Biomedical Engineering         |
|        Cameron Crotts       |  4.8   |                 Music                  |
|         Kyoko Masuda        |  3.0   |              Linguistics               |
|       Elsa Reichmanis       |  3.5   |          Chemical Engineering          |
|         Wendy Kelly         |  2.3   |               Chemistry                |
|          Chuanyi Ji         |  0.0   |         Electrical Engineering         |
|        David Martinez       |  4.0   |               Psychology               |
|        Anna Stenport        |  5.0   |          LiteratureMedia  Com          |
|       Maysam Nezafati       |  4.5   |         Biomedical Engineering         |
|         Ruizhen Chen        |  0.0   |          Chemical Engineering          |
|          Yifeng Fan         |  4.8   |        Organizational Behavior         |
|         Vitor Kamada        |  4.7   |               Management               |
|        Siva Maguluri        |  3.5   |         Industrial Engineering         |
|        Michael Kummer       |  0.0   |               Economics                |
|          Qiqin Xie          |  3.7   |              Mathematics               |
|           Hua Wang          |  2.0   |         Electrical Engineering         |
|          John Buck          |  4.0   |         Electrical Engineering         |
|          Omer Inan          |  5.0   |         Electrical Engineering         |
|       Aakanksha Angra       |  2.7   |                Biology                 |
|         Benjamin Ide        |  3.9   |              Mathematics               |
|         Donna Kantak        |  3.7   |               Management               |
|         Coskun Tekes        |  0.0   |         Mechanical Engineering         |
|         John Etnyre         |  5.0   |              Mathematics               |
|        Monica Miller        |  3.0   |                English                 |
|        Jeffery Davis        |  4.6   |         Electrical Engineering         |
|      Michael McCracken      |  0.0   |            Computer Science            |
|       Camille Barchers      |  4.0   |              Architecture              |
|        Sergio Tatarin       |  1.0   |              Mathematics               |
|          Kyla Ross          |  4.5   |         Biomedical Engineering         |
|        Taimour Wehbe        |  0.0   |         Electrical Engineering         |
|        Andrea Rogers        |  4.0   |                English                 |
|        Rebekah Greene       |  4.5   |          LiteratureMedia  Com          |
|           Wei Wang          |  4.0   |                Chinese                 |
|          Zhiqun Lin         |  4.0   |         Materials Engineering          |
|          James Paul         |  2.2   |             Health Science             |
|         Laura Eslava        |  2.4   |              Mathematics               |
|         Justin Boone        |  5.0   |              Mathematics               |
|         Ken Ferrier         |  4.3   |             Earth Science              |
|         Casey Wilson        |  4.7   |                English                 |
|          Rana Shabb         |  0.0   |         International Politics         |
|         James Vangel        |  4.6   |                  ROTC                  |
|        Joseph Hughes        |  3.3   |         Electrical Engineering         |
|         David Citrin        |  4.5   |         Electrical Engineering         |
|        Andrew Eichel        |  5.0   |        LiteratureMedia amp Com         |
|         Katie Homar         |  2.2   |                English                 |
|         Saad Bhamla         |  3.3   |          Chemical Engineering          |
|        Randall Engle        |  0.0   |               Psychology               |
|       Jenny Singleton       |  4.3   |               Psychology               |
|        James Wilburn        |  0.0   |               Education                |
|          Peter Cole         |  2.4   |              Mathematics               |
|      William Doolittle      |  5.0   |         Electrical Engineering         |
|        Benjamin Jones       |  4.6   |               Psychology               |
|          Julie Weng         |  4.0   |                English                 |
|        Nicholas Sturm       |  4.3   |                English                 |
|        Youjiang Wang        |  1.3   |         Materials Engineering          |
|         Ian Helfrich        |  5.0   |               Economics                |
|          Jon Schmid         |  4.5   |         International Politics         |
|       Chelsea Murdock       |  5.0   |                English                 |
|          Larry Kimm         |  0.0   |          Systems Engineering           |
|         Atalay Atasu        |  5.0   |               Management               |
|        Austin Ladshaw       |  5.0   |           Civil Engineering            |
|        Michael Miller       |  4.0   |         Aerospace Engineering          |
|           Jong Lee          |  5.0   |                 Korean                 |
|         Seth Porter         |  5.0   |        Communication/Journalism        |
|        Maria Almanza        |  3.3   |                English                 |
|    Daniel CastroLacouture   |  2.0   |         Building Construction          |
|         Eric Condie         |  3.3   |               Accounting               |
|         Hayley Evans        |  5.0   |            Computer Science            |
|        Joshua Fisher        |  3.5   | Literature, Media, &amp; Communication |
|         James Addcox        |  4.0   |                English                 |
|         Ethan Hilton        |  4.8   |         Mechanical Engineering         |
|        Lewis Wheaton        |  4.8   |                Biology                 |
|        Jason Freeman        |  3.0   |                 Music                  |
|     Evangelos Theodorou     |  3.0   |         Aerospace Engineering          |
|           Eva Lee           |  1.3   |         Industrial Engineering         |
|           Huan Xu           |  2.7   |         Industrial Engineering         |
|           Rui Tuo           |  2.0   |         Industrial Engineering         |
|        Basak Kalkanci       |  4.0   |               Management               |
|        Patrick Ellis        |  4.3   |                English                 |
|         Ronald Shenk        |  1.0   |              Mathematics               |
|       Jacob Eisenstein      |  5.0   |            Computer Science            |
|      Rachel DeanRuzicka     |  4.2   |                English                 |
|        Daniel Kromer        |  0.0   |         Mechanical Engineering         |
|       Margarita Holder      |  0.0   |               Psychology               |
|          MinFeng Yu         |  3.6   |         Aerospace Engineering          |
|       Kirill Lobachev       |  0.0   |                Biology                 |
|        Lars Spuybroek       |  0.0   |              Architecture              |
|        Stephen Ralph        |  0.0   |         Electrical Engineering         |
|      Tanmay Rajpurohit      |  5.0   |         Aerospace Engineering          |
|          Gongjie Li         |  0.0   |                Physics                 |
|        Aaron Hackett        |  5.0   |               Management               |
|        Hermann Fritz        |  5.0   |           Civil Engineering            |
|        Marisa Atencio       |  0.0   |         International Politics         |
|      Jonathan Paprocki      |  2.0   |              Mathematics               |
|          SanHui Chi         |  0.0   |               Chemistry                |
|        Vince Pedicino       |  5.0   |         International Politics         |
|        Peter Simasek        |  5.0   |               Management               |
|         Eunhee Sohn         |  3.7   |               Management               |
|           Nian Liu          |  2.5   |          Chemical Engineering          |
|        Jeannette Yen        |  3.0   |                Biology                 |
|       Joseph Aldinger       |  2.3   | Literature, Media, &amp; Communication |
|        Patrick Ellis        |  0.0   |      English amp Liberal Studies       |
|        Kyle Harrigan        |  3.0   |            Computer Science            |
|       Timothy Andersen      |  1.0   |            Computer Science            |
|          Yajun Mei          |  2.4   |         Industrial Engineering         |
|      Larissa Serdukova      |  4.1   |              Mathematics               |
|         Juan Ramirez        |  5.0   |               Economics                |
|    Sudhakar Yalamanchili    |  2.5   |         Electrical Engineering         |
|         David Taylor        |  4.0   |         Electrical Engineering         |
|          Xukai Yan          |  3.0   |              Mathematics               |
|        Brian Kennedy        |  4.0   |                Physics                 |
|         Amnon Besser        |  2.5   |              Mathematics               |
|         Nishant Dass        |  1.0   |               Management               |
|         Olga Remick         |  3.6   |               Management               |
|         Melody Moore        |  0.0   |            Computer Science            |
|     Shankar Venkataraman    |  4.5   |               Accounting               |
|            Xi Mao           |  4.8   |               Economics                |
|        Kate Zepernick       |  3.0   |               Management               |
|        Stephen Steppe       |  0.0   |           Leadership Studies           |
|    Christopher Le Dantec    |  2.0   | Literature, Media, &amp; Communication |
|        Laurina Zhang        |  0.0   |               Management               |
|           Taek Kim          |  5.0   |                 Korean                 |
|      Sampath Kommandur      |  4.5   |         Mechanical Engineering         |
|       Lisa Rosenstein       |  0.0   |           Civil Engineering            |
|        Sheldon Jeter        |  3.8   |         Mechanical Engineering         |
|        Will Gutekunst       |  4.8   |               Chemistry                |
|        Yogendra Joshi       |  5.0   |         Mechanical Engineering         |
|     Christopher Saldana     |  3.3   |         Mechanical Engineering         |
|         Junzhuo Chen        |  0.0   |         Industrial Engineering         |
|       Michael Baldwin       |  0.0   |         Mechanical Engineering         |
|        William Smith        |  1.0   |         Electrical Engineering         |
|       Theodore Harris       |  3.0   |         Electrical Engineering         |
|          Lisa Babb          |  3.6   |           Industrial Design            |
|       Stephen Chininis      |  4.3   |           Industrial Design            |
|        Christina Choi       |  3.7   |           Industrial Design            |
|         Elena Garcia        |  0.0   |         Aerospace Engineering          |
|          Joonho Kim         |  0.0   |            Computer Science            |
|         Hailong Chen        |  3.3   |              Engineering               |
|         Xiaoliang Li        |  5.0   |            Modern Languages            |
|      Yelena RiveraVale      |  1.0   |               Education                |
|         Lauren Neefe        |  0.0   |                English                 |
|          Alex Orso          |  0.0   |            Computer Science            |
|         Jon Drysdale        |  5.0   |           Civil Engineering            |
|         Cyrus Aidun         |  3.3   |         Mechanical Engineering         |
|          James Park         |  3.0   |              Architecture              |
|     Michele Lee Rosbruck    |  0.0   |             Health Science             |
|         Andrew Young        |  1.0   |           Industrial Design            |
|           Yian Yao          |  3.8   |              Mathematics               |
|       Jeffrey Collins       |  0.0   |              Architecture              |
|       ShyhChiang Shen       |  3.5   |         Electrical Engineering         |
|         Xiaoliang Li        |  4.0   |                Chinese                 |
|      Gregory Szalkowski     |  5.0   |          Nuclear Engineering           |
|       Mohammed Nabhan       |  4.3   |         Industrial Engineering         |
|          Dongho Cha         |  5.0   |                English                 |
|         Ann Pearman         |  0.0   |               Psychology               |
|        Richard Causey       |  3.0   |         Electrical Engineering         |
|       Seung Soon Jang       |  4.8   |         Materials Engineering          |
|         Dongwook Lim        |  5.0   |         Aerospace Engineering          |
|         Sven Behrens        |  4.8   |          Chemical Engineering          |
|         Joel Kostka         |  0.0   |                Biology                 |
|       Shuenn Siang Ng       |  3.0   |              Mathematics               |
|          Wenke Lee          |  4.0   |            Computer Science            |
|        Brian Swenson        |  1.0   |              Engineering               |
|      Adrian Bustamente      |  3.0   |              Mathematics               |
|         David Scott         |  4.5   |           Civil Engineering            |
|         Michael Best        |  0.0   |            Computer Science            |
|         Byron Boots         |  3.0   |            Computer Science            |
|       Richard Fujimoto      |  4.0   |            Computer Science            |
|        Maria Chappell       |  2.2   |                English                 |
|       Benjamin Shapiro      |  4.0   |            Computer Science            |
|          Wenqian Hu         |  4.0   |               Accounting               |
|       Reemon Silverman      |  4.5   |               Management               |
|         Aharon Karon        |  2.0   |         Aerospace Engineering          |
|     Timothy Kierzkowski     |  0.0   |              Mathematics               |
|           Rui Han           |  4.8   |              Mathematics               |
|         Ralph Latham        |  1.5   |         Aerospace Engineering          |
|           Pian Shu          |  0.0   |               Management               |
|        Sudipta Kolay        |  2.2   |              Mathematics               |
|       Rebecca Burnett       |  4.0   |   Literature Media amp Communication   |
|       Jonathan Shelley      |  3.0   | Literature, Media, &amp; Communication |
|        Michael Helms        |  3.0   |            Computer Science            |
|         Seung Chang         |  5.0   |                 Korean                 |
|       Andrew Schrader       |  0.0   |         Mechanical Engineering         |
|      Benjamin Bergholtz     |  4.4   |                English                 |
|          Iris Yoon          |  5.0   |              Mathematics               |
|           Yan Gao           |  5.0   |                Chinese                 |
|        Harold Covert        |  2.7   |               Management               |
|         Scott Braley        |  5.0   |         Building Construction          |
|          Marc Smith         |  0.0   |               Management               |
|         JunTao Duan         |  0.0   |              Mathematics               |
|         Karen Wells         |  0.0   |             Health Science             |
|          Cheol Eun          |  1.0   |               Management               |
|          Yuchen He          |  5.0   |              Mathematics               |
|        Jamie Cochran        |  2.0   |             Urban Planning             |
|        Zachary Ghezzi       |  5.0   |       Psychology &amp; Sociology       |
|         Jenna White         |  5.0   |             Public Policy              |
|    Cassandra Kierzkowski    |  3.3   |              Mathematics               |
|     Christopher Luettgen    |  4.0   |          Chemical Engineering          |
|         Mary Conklin        |  1.0   |               Psychology               |
|         Jingfei Liu         |  3.7   |         Biomedical Engineering         |
|        Jose Carbajal        |  0.0   |         Industrial Engineering         |
|          Dana Hamam         |  4.0   |        Organizational Behavior         |
|        Georgene Geary       |  3.5   |           Civil Engineering            |
|           Mary Fox          |  3.3   |             Public Policy              |
|         Greg Gibson         |  4.0   |                Biology                 |
|         Regan Lawson        |  4.0   |                Science                 |
|        Mahmoud Dinar        |  1.0   |         Mechanical Engineering         |
|       Verene Lancaster      |  0.0   |           Leadership Studies           |
|         Dana Harari         |  5.0   |        Organizational Behavior         |
|          James Moon         |  5.0   |               Management               |
|    Konstantin Tikhomirov    |  0.0   |              Mathematics               |
|         Eric Overby         |  4.5   |               Management               |
|       Kristi Mehaffey       |  4.3   |         Mechanical Engineering         |
|         Aaron Colton        |  4.0   |                English                 |
|        Hyeryung Hwang       |  5.0   |                English                 |
|       Francisco Robles      |  1.0   |         Biomedical Engineering         |
|         Robin Prater        |  2.7   |              Architecture              |
|         Chengzhi Shi        |  1.0   |         Mechanical Engineering         |
|         Kaila Atkins        |  0.0   |               Psychology               |
|       Amy Breidenthal       |  4.5   |               Management               |
|         Geet Lahoti         |  0.0   |         Industrial Engineering         |
|         King Jordan         |  0.0   |                Biology                 |
|         Aaron Young         |  0.0   |         Mechanical Engineering         |
